id,cluster,prob_cluster_0,prob_cluster_1
54.0,0,0.9999996791192931,3.2088067865579225e-07
55.0,0,1.0,4.442401397589902e-22
56.0,0,0.9999999925841507,7.415846385415778e-09
57.0,1,0.016304236154981777,0.9836957638450153
58.0,0,1.0,2.5280407073954057e-16
59.0,0,0.9999999999925535,7.459873415024807e-12
60.0,0,0.9999999999998295,1.577940185374081e-13
61.0,1,6.650626472924122e-24,1.0
62.0,0,0.9999329271633046,6.707283668759845e-05
63.0,1,4.013376885638587e-06,0.999995986623087
64.0,0,0.9999999048847076,9.511530187428375e-08
65.0,0,1.0,8.980315689479629e-20
66.0,1,5.4037725081576084e-24,1.0
67.0,0,1.0,1.5979722046237335e-16
68.0,1,2.6498924808224805e-22,1.0
69.0,0,1.0,4.165502975552727e-28
70.0,1,1.8011827172817384e-12,0.9999999999982094
71.0,1,4.1296945640272177e-11,0.9999999999586748
72.0,1,0.0451939997025269,0.9548060002974678
73.0,0,1.0,1.2969426858270152e-35
74.0,0,0.9999999943340185,5.665984306304238e-09
75.0,0,0.9999999999951683,4.8157875851412156e-12
76.0,0,1.0,1.653962527395213e-23
77.0,1,4.8313650654883865e-46,1.0
78.0,1,2.2440036766054648e-13,0.9999999999997726
79.0,0,0.9999619270262037,3.8072973802274614e-05
80.0,0,1.0,1.158926086916414e-34
81.0,0,1.0,1.0850791881122853e-18
82.0,1,1.246313235180953e-22,1.0
83.0,1,4.996765466636648e-38,1.0
84.0,0,1.0,3.186087525459444e-29
85.0,1,5.903929675748946e-51,1.0
86.0,0,1.0,1.0674604781652417e-22
87.0,0,0.9999999031857432,9.681425807368163e-08
88.0,0,0.9999999999611191,3.886223770726433e-11
89.0,0,1.0,2.1174403609805686e-21
90.0,0,1.0,4.478126800329998e-16
91.0,1,0.0234702769549611,0.9765297230450345
92.0,0,1.0,1.5372755576739862e-15
93.0,1,0.00012194522476123377,0.9998780547752601
94.0,0,1.0,5.891552489573849e-39
95.0,0,0.9999998938317901,1.0616821161167971e-07
96.0,0,1.0,4.18872141721497e-31
97.0,1,7.384961713125258e-23,1.0
98.0,1,2.3660904699016516e-11,0.9999999999763531
99.0,1,9.37434832757705e-62,1.0
100.0,0,1.0,6.188385074310682e-17
101.0,0,1.0,6.179155113802041e-16
102.0,1,6.260380651337856e-63,1.0
103.0,1,0.00029485565378625344,0.9997051443462182
104.0,0,1.0,1.9968328719434305e-24
105.0,0,0.9990161016089288,0.0009838983910982783
